waveSize,wTimeStamp,precipitation,windSpeed,locationName
20.47,2022-07-23 09:51:16,1,1.87,Eurocephalus anguitimens
10.74,1997-05-12 08:25:37,1,15.84,Phalacrocorax carbo
14.12,2010-10-08 05:43:57,0,10.61,Cyrtodactylus louisiadensis
4.23,2004-07-27 05:39:08,1,3.87,Bucorvus leadbeateri
16.59,2016-08-26 11:44:34,1,11.38,Meleagris gallopavo
10.87,1991-09-25 01:13:43,1,18.24,Ephippiorhynchus mycteria
2.56,1996-12-20 10:36:26,0,11.52,Cynomys ludovicianus
8.4,1991-11-21 05:27:07,0,19.19,Naja nivea
6.43,2001-06-14 10:09:50,0,9.56,Coluber constrictor
7.69,2010-09-05 03:59:40,1,23.62,Antidorcas marsupialis
19.93,2022-03-04 01:54:22,0,4.8,Cynictis penicillata
9.84,2017-02-09 03:02:52,1,2.06,Semnopithecus entellus
18.27,2019-08-19 01:16:55,0,18.11,Acridotheres tristis
21.39,1995-01-13 01:28:53,0,5.09,Bettongia penicillata
21.98,2005-12-06 05:36:55,1,1.85,Damaliscus lunatus
20.8,2022-12-05 06:47:27,0,14.89,Bucorvus leadbeateri
1.07,2009-05-24 08:11:46,1,6.36,Chloephaga melanoptera
4.85,1998-07-14 11:39:23,1,18.78,Meleagris gallopavo
4.37,2003-03-09 04:54:37,1,11.5,Tiliqua scincoides
13.94,2007-08-22 04:24:46,1,6.07,Drymarchon corias couperi
0.69,1997-10-27 03:05:06,1,14.02,Crotalus triseriatus
21.33,2007-10-05 02:32:23,0,4.31,Paradoxurus hermaphroditus
3.91,2004-04-09 09:54:16,0,3.26,Dendrohyrax brucel
16.16,2005-11-01 12:32:58,0,0.64,Cacatua tenuirostris
8.31,2020-08-16 07:49:12,1,1.76,Notechis semmiannulatus
16.08,1994-12-10 02:05:17,0,23.86,Fregata magnificans
1.23,2013-10-03 01:48:20,1,7.16,Antidorcas marsupialis
20.31,2013-06-16 06:43:04,0,6.8,Corvus brachyrhynchos
6.29,1990-09-13 07:47:18,0,20.62,Dipodomys deserti
10.42,2013-12-23 08:18:19,1,8.79,Gopherus agassizii
22.18,2023-04-20 02:34:57,1,1.67,Acridotheres tristis
13.09,1997-03-03 07:35:19,0,19.5,Bucorvus leadbeateri
13.5,1990-07-12 08:21:05,0,22.68,Bucorvus leadbeateri
15.03,2016-08-18 04:21:0,1,22.84,Phascogale calura
4.23,2012-06-13 03:52:12,0,9.85,Canis aureus
14.84,2005-06-10 03:46:01,0,15.31,Cacatua tenuirostris
20.39,2020-02-25 10:12:35,0,22.36,Connochaetus taurinus
6.74,2007-03-09 05:17:51,1,9.16,Gymnorhina tibicen
9,2017-03-04 05:20:28,0,10.87,Papio cynocephalus
8.12,1998-09-23 07:44:53,0,1.18,Fregata magnificans
9.45,2009-08-01 08:08:45,0,17.99,Erethizon dorsatum
18.99,2012-03-27 08:01:53,0,23.51,Sylvicapra grimma
6.54,2007-01-09 05:34:01,0,6.58,Dendrohyrax brucel
12.41,1990-11-09 08:56:23,1,22.89,Lama glama
14.5,2013-09-24 05:06:13,1,12.14,Paradoxurus hermaphroditus
16.66,2018-06-03 09:04:40,0,13.61,Acridotheres tristis
15.72,1995-08-14 08:28:06,1,0.12,Bubalus arnee
23.4,1997-01-15 07:42:48,0,6.85,Dendrohyrax brucel
11.49,1993-08-03 04:18:32,0,8.87,Coluber constrictor
16.92,1998-05-08 06:28:31,1,22.29,Crotalus triseriatus
21.94,2018-08-23 08:21:53,0,4.76,Cynomys ludovicianus
21.93,2023-06-08 02:18:54,1,23.03,Gymnorhina tibicen
18.2,1997-05-21 04:26:32,0,11.91,Damaliscus lunatus
16.77,2008-04-24 03:41:53,0,23.4,Phalacrocorax carbo
0.55,2016-09-24 05:27:27,1,4.68,Eudyptula minor
10.81,1991-08-04 06:36:45,1,23.66,Conolophus subcristatus
21.46,1998-09-07 04:54:39,1,20.17,Felis caracal
24.05,1990-01-16 08:28:31,0,24.98,Eurocephalus anguitimens
22.03,2020-09-16 01:53:09,1,17.06,Dipodomys deserti
19.96,1997-08-21 01:29:06,1,7.8,Chelodina longicollis
5.52,1999-11-13 10:12:24,0,0.81,Rangifer tarandus
8.21,2013-06-12 05:12:34,1,5.67,Deroptyus accipitrinus
12.46,2011-04-12 02:58:28,1,19.22,Bucorvus leadbeateri
0.48,1991-04-26 08:10:09,1,17.48,Deroptyus accipitrinus
4.36,1994-11-02 10:32:19,1,22.9,Notechis semmiannulatus
2.6,2018-12-22 07:14:12,0,23.73,Antidorcas marsupialis
6.96,1990-03-03 01:12:50,0,14.96,Redunca redunca
9.37,1998-11-19 09:25:33,0,1.33,Phascogale calura
21.18,1996-12-15 04:52:27,1,22.51,Eudyptula minor
15.74,2013-09-26 01:25:01,1,4.69,Felis caracal
13.55,2004-08-03 12:30:58,1,17.97,Cynictis penicillata
17.94,2016-10-24 09:37:47,0,11.2,Estrilda erythronotos
3.02,2005-03-14 10:16:54,0,19.08,Lama glama
1.41,1999-08-14 12:14:14,1,3.51,Ephippiorhynchus mycteria
3.25,2013-08-18 05:18:50,1,23.32,Redunca redunca
4.98,2016-10-20 08:09:44,0,17.18,Antidorcas marsupialis
18.86,2008-03-06 01:27:14,0,0.95,Notechis semmiannulatus
19.18,2015-12-08 02:28:04,1,0.31,Chionis alba
24.29,2015-05-23 12:10:26,1,19.26,Ciconia episcopus
22.73,2020-02-08 01:49:59,1,16.57,Estrilda erythronotos
7.75,2007-06-08 02:35:16,1,14.09,Phascogale calura
14.36,1992-12-10 10:37:42,1,16.28,Cercatetus concinnus
21.1,2021-02-08 08:23:07,1,14.29,Estrilda erythronotos
22.73,2014-05-04 12:54:21,1,4.92,Bucorvus leadbeateri
12.98,2018-12-05 08:0:19,0,4.79,Canis mesomelas
3.57,2001-09-26 04:55:36,1,22.42,Acridotheres tristis
23.91,2017-09-25 01:37:32,1,2.69,Felis caracal
17.04,1995-01-22 12:28:49,1,2.08,Crotalus triseriatus
23.28,2013-03-24 08:25:31,0,22.9,Drymarchon corias couperi
14.47,2000-04-24 12:16:50,1,21.15,Bucorvus leadbeateri
0.77,2006-05-02 02:51:13,0,0.27,Chauna torquata
3.17,2023-06-03 09:26:09,1,15.31,Semnopithecus entellus
9.36,2011-04-05 11:47:36,0,24.35,Myiarchus tuberculifer
1.54,1991-10-07 07:37:20,0,9.71,Chauna torquata
19.51,1994-11-05 04:30:39,1,14.47,Gymnorhina tibicen
16.01,1997-12-07 02:10:43,0,3.12,Phalacrocorax carbo
20.31,2020-01-10 03:21:05,0,9.18,Naja nivea
23,2016-05-12 02:50:30,1,12.53,Ciconia episcopus
7.04,2003-10-27 02:48:20,0,13.67,Dipodomys deserti
3.36,2017-03-26 12:40:25,1,14.32,Bubalus arnee
0.28,1993-09-23 12:04:36,1,20.92,Oxybelis sp.
23.83,2008-11-08 11:31:14,1,16.38,Rangifer tarandus
22.77,2015-08-08 03:52:43,0,17.55,Chlamydosaurus kingii
9.72,2011-07-22 01:32:34,1,3.45,Cynictis penicillata
5.48,2015-10-20 12:45:27,1,6.46,Myiarchus tuberculifer
13.65,2016-02-14 03:52:57,1,0.68,Sula dactylatra
19.14,2018-06-16 07:39:34,0,14.11,Canis mesomelas
14.34,2012-05-20 10:40:51,0,4.65,Mirounga angustirostris
1.3,2017-05-16 08:35:33,0,13.96,Canis aureus
20.02,2004-04-11 06:07:21,1,7.9,Dendrohyrax brucel
0.58,2001-05-23 04:26:08,0,11.82,Felis caracal
9.11,1991-08-07 10:57:22,1,17.01,Lama glama
24.59,2006-12-14 07:30:20,0,10.24,Anhinga rufa
0.65,2007-09-16 08:58:15,0,10.39,Pseudalopex gymnocercus
8.09,1999-07-14 01:58:24,1,18.95,Agama sp.
14.23,1991-01-03 10:12:21,0,20.72,Drymarchon corias couperi
24.53,2021-01-25 04:33:26,1,2.72,Chauna torquata
10.63,2015-10-14 01:48:07,1,22.81,Spermophilus parryii
0.12,1992-05-15 11:37:38,1,12.58,Anhinga rufa
15.53,2022-10-05 02:01:41,1,21.95,Falco mexicanus
9,2013-05-07 07:07:04,1,22.59,Canis mesomelas
7.03,2012-02-22 11:33:40,0,3.98,Drymarchon corias couperi
1.31,1990-09-21 12:27:06,0,0.26,Chelodina longicollis
2.56,1996-09-27 11:11:09,0,16.41,Oxybelis sp.
14.57,2023-04-02 04:24:12,1,0.25,Canis mesomelas
2.56,1995-07-27 08:52:21,0,17.99,Estrilda erythronotos
22.81,2009-05-26 06:29:50,1,22.53,Mirounga angustirostris
13.86,2010-05-20 07:10:53,0,16.69,Canis aureus
4.52,2004-03-16 08:50:14,0,24.4,Erethizon dorsatum
21.59,2015-05-23 09:01:44,1,16.69,Spermophilus parryii
13.42,1995-07-13 02:15:27,1,3.66,Bradypus tridactylus
23.83,1990-05-23 03:02:18,0,4.41,Myiarchus tuberculifer
18.5,2008-04-13 10:22:09,0,22.78,Haematopus ater
10.75,2004-10-03 08:19:36,1,3.8,Haematopus ater
13.98,1998-09-15 08:52:25,0,5.96,Deroptyus accipitrinus
12.08,2019-05-20 12:06:20,0,9.53,Semnopithecus entellus
21.94,1995-01-16 05:03:48,0,3.27,Fregata magnificans
12.81,2010-09-14 05:31:35,1,0.02,Phalacrocorax niger
22.29,2023-07-25 09:36:23,0,8.17,Conolophus subcristatus
11.14,2014-01-15 08:27:14,0,3.17,unavailable
13.37,2013-02-01 01:56:09,0,13.14,Deroptyus accipitrinus
5.25,2021-09-14 11:59:25,0,3.12,Alligator mississippiensis
21.84,1999-01-15 02:28:03,0,5.9,Acridotheres tristis
15.53,2011-02-25 07:28:43,1,7.38,Ephippiorhynchus mycteria
9.53,2017-07-11 11:26:29,1,3.61,Oxybelis sp.
11.13,2001-12-16 07:39:17,0,16.65,Cacatua tenuirostris
11.41,1999-03-26 05:22:29,1,7.16,unavailable
9.09,1995-08-14 12:21:16,0,23.45,Felis caracal
12.29,2020-06-02 06:13:17,0,4.31,Larus dominicanus
14.42,2006-09-23 11:54:15,1,23.25,Chionis alba
1.44,2004-07-06 02:33:33,0,13.21,Chloephaga melanoptera
9.94,1996-05-02 10:48:25,1,0.61,Sylvicapra grimma
2.91,2006-11-16 01:21:57,0,10.18,Dasypus novemcinctus
7.58,2020-11-26 07:58:35,0,9.61,Corvus brachyrhynchos
17.89,2011-01-10 06:32:04,1,22.22,Bettongia penicillata
2.32,2002-09-23 04:11:13,1,7.61,Pseudalopex gymnocercus
22.06,1993-05-08 08:11:04,1,23.98,Cercatetus concinnus
23.93,2002-09-01 03:26:45,0,12.59,Chelodina longicollis
18.56,2018-01-04 02:56:17,1,16.32,Gopherus agassizii
14.63,2006-05-07 05:24:09,1,2.21,Vanellus sp.
18.51,2013-03-23 08:42:34,0,15.67,Agama sp.
18.58,1990-03-23 02:59:30,1,11.29,Bradypus tridactylus
0.61,2009-04-10 07:41:27,1,16.33,Chloephaga melanoptera
7.68,2004-03-12 04:42:56,1,23.73,Antidorcas marsupialis
11.84,2015-08-06 04:47:21,1,22.79,unavailable
20.63,2017-06-02 06:11:57,0,1.9,Pterocles gutturalis
18.43,2007-12-05 04:25:44,0,19.05,Damaliscus lunatus
4,2003-11-22 09:41:02,0,10.23,Estrilda erythronotos
1.64,1996-03-22 03:44:13,1,13.08,Lamprotornis nitens
13.16,2021-08-17 01:55:41,1,21.11,Larus dominicanus
5.21,1991-02-07 11:19:05,1,17.16,Tiliqua scincoides
12.28,1999-10-03 04:43:31,0,0.1,Tiliqua scincoides
21.11,2003-01-23 04:52:43,0,5.59,Naja nivea
2.31,2019-03-16 05:28:11,1,13.11,Ephippiorhynchus mycteria
21.75,2020-08-05 06:39:24,1,0.58,Eurocephalus anguitimens
8.18,1995-02-10 01:28:20,0,2.42,Eudyptula minor
18.67,2010-12-02 04:42:17,0,12.46,Agama sp.
17.2,2006-04-19 06:46:15,1,20.25,Chlamydosaurus kingii
24.32,2018-02-05 04:52:47,1,11.83,Spermophilus parryii
1.03,2004-08-10 04:38:47,1,22.85,Gopherus agassizii
11.05,2018-09-15 04:02:52,1,13.14,Cyrtodactylus louisiadensis
5.72,2014-12-24 02:18:49,1,19.01,Rangifer tarandus
21.94,2017-11-16 11:48:32,1,15.48,Connochaetus taurinus
15.55,1992-10-10 07:19:06,1,1.98,Redunca redunca
8.43,2013-07-01 05:35:19,0,17.46,Myiarchus tuberculifer
0.48,1996-01-04 10:22:59,1,24.94,Corvus albicollis
17.78,2021-08-22 10:48:16,1,22.05,Cyrtodactylus louisiadensis
7.62,2013-10-24 05:54:43,1,11.97,Dendrohyrax brucel
13.27,1995-04-08 11:25:59,0,23.69,Oxybelis sp.
1.77,2009-09-05 05:19:17,1,11.7,Falco mexicanus
1.22,1990-03-09 03:41:02,0,1.62,unavailable
5.88,2021-09-05 12:29:57,1,17.29,Bucorvus leadbeateri
6.71,2002-10-27 12:45:44,0,17.08,Deroptyus accipitrinus
17.69,2016-02-09 04:21:33,0,19.2,Redunca redunca
15.41,2005-07-25 09:39:35,1,20.42,Deroptyus accipitrinus
8.53,2003-09-15 11:56:17,0,13.62,Gopherus agassizii
17.69,1991-03-22 10:19:18,0,17.91,Damaliscus lunatus
3.6,2001-07-20 03:46:01,1,18.17,Melanerpes erythrocephalus
6.6,2015-02-10 09:19:25,0,22.59,Deroptyus accipitrinus
5.46,2011-07-27 08:18:03,1,24.74,Haematopus ater
14.78,2001-04-25 01:46:37,1,14.44,unavailable
15.93,2001-08-23 04:24:52,1,9.7,Chionis alba
14.91,1996-01-10 03:05:11,0,22.71,Gymnorhina tibicen
3.99,2012-06-15 12:01:22,1,5.79,Estrilda erythronotos
6.33,1991-01-27 04:08:25,1,10.83,Gymnorhina tibicen
1.19,2017-05-15 12:20:39,1,2.98,Felis caracal
1.92,1997-09-23 09:38:52,0,5.79,Deroptyus accipitrinus
10.46,2000-05-22 09:41:55,0,20.9,Cercatetus concinnus
3.26,2008-05-01 11:49:51,0,1.43,Antidorcas marsupialis
14.18,2014-04-06 04:36:20,1,16.75,Larus dominicanus
2.61,2011-10-08 09:28:25,0,15.24,Chelodina longicollis
18.55,2001-06-22 11:09:35,1,15.46,Ephippiorhynchus mycteria
23.91,2019-09-26 10:02:24,0,24.58,Sylvicapra grimma
22.41,1995-04-07 02:17:37,0,23.15,Chlamydosaurus kingii
5.77,2017-12-11 08:53:49,1,15.44,Paradoxurus hermaphroditus
2.97,2021-04-17 07:33:46,0,13.04,Oxybelis sp.
20.94,2013-07-15 12:50:21,1,0.35,Acridotheres tristis
11.5,1996-03-10 07:03:39,1,23.13,Tiliqua scincoides
7.31,2018-04-17 11:46:55,1,8.36,Oxybelis sp.
11.58,2023-07-27 05:09:25,1,18.7,Eudyptula minor
9.28,2018-10-26 11:08:43,1,14.39,Ciconia episcopus
20.6,2001-11-08 11:38:30,0,14.41,Eurocephalus anguitimens
19,2017-10-10 11:47:37,0,20.15,Bettongia penicillata
7.3,2008-04-22 08:28:18,0,2.58,Papio cynocephalus
16.31,2004-04-23 04:16:27,1,16.91,Conolophus subcristatus
6.84,2014-08-18 06:27:11,0,22.69,Bradypus tridactylus
11.79,1996-09-11 10:23:08,1,17.29,Felis caracal
15.6,2003-02-12 10:57:21,0,17.77,Chelodina longicollis
21.41,2003-09-27 02:23:49,0,6.81,Eurocephalus anguitimens
15.86,1993-02-26 07:35:24,1,18.33,Spermophilus parryii
22.34,2012-10-09 02:39:0,1,2.89,Deroptyus accipitrinus
1.79,1994-02-13 06:57:24,0,9.28,Drymarchon corias couperi
19.2,2013-05-18 07:57:26,0,24.96,Phascogale calura
10.35,1994-04-15 09:43:51,1,11.37,Bradypus tridactylus
19.28,2020-12-13 01:01:53,0,20.96,Spermophilus parryii
23.46,2021-11-17 12:34:23,0,17.83,Tiliqua scincoides
14.16,2009-06-03 04:55:29,0,5.07,Conolophus subcristatus
12.22,2011-01-14 01:50:35,1,0.84,Cercatetus concinnus
18.89,1993-02-13 11:56:02,0,10.99,Papio cynocephalus
23.35,1992-11-23 06:39:07,0,12.65,Estrilda erythronotos
21.05,1999-03-18 11:12:01,0,17.9,Dendrohyrax brucel
23.44,2014-04-05 11:39:44,0,16.96,Bucorvus leadbeateri
12.26,2011-09-25 10:12:51,0,18.55,Chelodina longicollis
5.48,2020-12-13 05:50:07,1,20.37,Cyrtodactylus louisiadensis
18.89,2022-04-12 06:49:20,1,8.5,Naja nivea
1.64,2001-04-14 02:30:17,0,17.24,Vanellus sp.
17.34,1998-03-20 05:28:13,1,2.81,Fregata magnificans
3.02,2017-07-26 03:53:26,0,5.55,Dipodomys deserti
21.44,2012-09-25 01:04:42,0,1.32,Damaliscus lunatus
15.88,2021-05-26 12:11:01,1,14.2,Dendrohyrax brucel
8.43,1993-12-15 07:37:37,0,15.84,Bubalus arnee
5.31,1996-01-24 06:25:37,1,4.7,Bettongia penicillata
13.47,2016-01-16 04:54:05,0,16.04,Chauna torquata
23.68,1995-11-21 01:0:25,0,0.46,Oxybelis sp.
3.56,1996-04-27 07:23:05,1,23.41,Gymnorhina tibicen
9.04,1995-06-06 02:35:49,1,22.57,Chelodina longicollis
17.9,2023-10-16 05:41:49,1,0.39,Larus dominicanus
16.78,2020-06-15 12:34:42,0,9.42,Cynictis penicillata
3.49,2009-08-21 06:29:04,1,13.46,Phalacrocorax carbo
0.64,2007-02-17 02:36:15,1,20.6,Cacatua tenuirostris
5.41,2020-05-26 06:18:18,0,6.89,Corvus brachyrhynchos
16.82,2016-09-06 11:48:48,1,12.63,Rangifer tarandus
23.95,2007-04-03 08:33:29,1,9.48,Sylvicapra grimma
11.79,2004-07-18 11:33:34,1,7.11,Pterocles gutturalis
24.48,2012-11-05 08:49:27,1,10.59,Chelodina longicollis
10.57,2008-12-22 02:19:32,0,9.89,Colobus guerza
19.99,2017-08-20 04:14:06,0,9.7,Sula dactylatra
23.69,2015-12-15 01:02:04,0,12.68,Myiarchus tuberculifer
24.76,2004-04-03 02:23:54,1,15.1,Pseudalopex gymnocercus
22.06,2021-06-20 11:55:45,1,13.49,Chloephaga melanoptera
1.13,2009-11-26 12:17:11,1,7.48,Myiarchus tuberculifer
17.47,2014-10-07 07:23:43,0,0.95,Cyrtodactylus louisiadensis
20.3,2003-11-18 01:52:46,0,14.12,Gymnorhina tibicen
9.48,2021-03-23 10:44:42,1,15.64,Bubalus arnee
1.33,1994-05-05 04:45:30,1,2.97,Phalacrocorax niger
20.82,1997-10-08 04:33:57,0,16.56,Chlamydosaurus kingii
4.07,2008-10-08 06:23:47,0,23.6,Buteo jamaicensis
16.01,2016-05-22 09:58:01,1,20.12,Anhinga rufa
24.98,2008-03-25 04:40:54,1,20.4,Cynomys ludovicianus
3.65,1996-12-26 08:45:09,1,6.84,Estrilda erythronotos
14.65,2012-08-08 09:24:21,1,24.24,Papio cynocephalus
18.35,2010-04-02 05:13:21,1,23.35,Bettongia penicillata
15.11,2023-11-08 04:57:22,1,13.47,Erethizon dorsatum
13.04,2000-04-22 12:27:41,1,7.64,Larus dominicanus
1.05,2000-10-19 09:01:08,0,10.15,Corvus brachyrhynchos
22.51,1990-06-17 09:41:04,1,0.16,Spermophilus parryii
5.79,2021-08-12 03:56:40,1,13.75,unavailable
10.13,2020-11-15 12:22:51,1,1.02,Dendrohyrax brucel
10.3,2019-05-07 09:24:15,0,21.4,Oxybelis sp.
6.95,2018-02-13 07:22:07,1,21.23,Coluber constrictor
10.22,2011-02-18 02:24:41,0,14.56,Drymarchon corias couperi
9.68,2013-01-12 08:18:06,1,24.75,Bradypus tridactylus
18.38,2020-02-24 11:17:06,0,7.64,Naja nivea
15.78,2007-02-13 07:01:51,0,16.3,Connochaetus taurinus
16.53,1997-06-27 06:48:49,1,14.17,Fregata magnificans
18.35,2007-12-22 06:05:18,0,11.67,Semnopithecus entellus
1.63,1993-03-17 08:21:02,0,14.83,Lamprotornis nitens
17.12,2008-01-26 09:53:54,1,5.36,Mirounga angustirostris
10.41,1997-03-17 12:28:42,0,18.73,Alligator mississippiensis
11.67,1991-04-09 10:50:28,1,15.01,Erethizon dorsatum
1.77,2006-01-04 11:04:30,1,11.75,Ciconia episcopus
24.04,2011-11-21 01:39:38,1,0.47,Chloephaga melanoptera
18.92,1992-09-04 11:19:21,0,18.49,Felis caracal
14.36,2021-01-25 08:03:38,1,8.01,Gymnorhina tibicen
23.61,1993-04-03 07:41:14,1,20.73,Spermophilus parryii
21.99,2023-10-20 10:13:35,1,14.62,Cacatua tenuirostris
17.51,2004-06-13 12:01:01,0,22,Chauna torquata
23.89,2012-03-18 09:55:38,0,1.31,Sula dactylatra
10.21,2012-04-04 12:28:26,0,20.02,Phalacrocorax niger
6.95,2023-04-21 12:38:54,1,10.61,Chelodina longicollis
9.59,2004-02-06 06:12:02,0,18.15,Phascogale calura
7.27,2000-06-27 11:58:25,1,12.33,Meleagris gallopavo
19.18,2019-06-21 05:14:0,0,5.8,Chionis alba
1.38,2002-03-15 01:24:40,0,9.6,Canis aureus
19.82,1995-09-09 07:13:42,1,10.83,Canis aureus
7.63,1991-05-14 03:13:06,0,7.99,Rangifer tarandus
12.29,2010-07-17 05:09:08,1,22.77,Corvus albicollis
11.42,2013-01-25 07:31:09,1,21.53,Bubalus arnee
7.73,2010-10-05 06:37:36,1,16.62,Cacatua tenuirostris
8.43,2022-12-21 08:01:08,1,8.81,Bubalus arnee
8.49,2017-07-14 11:21:21,1,15.2,Conolophus subcristatus
4.4,2002-03-10 09:25:20,0,18.91,Damaliscus lunatus
15.26,2008-02-07 12:51:30,0,16.65,Ephippiorhynchus mycteria
20.3,1997-05-27 05:40:46,0,18.6,Damaliscus lunatus
8.9,2002-01-14 03:10:21,1,5.9,Cacatua tenuirostris
9.75,1992-12-13 07:58:31,0,16.75,Semnopithecus entellus
17.76,2000-12-13 04:20:09,1,7.33,Chelodina longicollis
5.44,1996-10-12 03:34:33,0,1.86,Pseudalopex gymnocercus
11,2004-05-01 09:54:06,0,16.23,Cynictis penicillata
8.77,1991-02-21 03:38:37,1,16.53,Felis caracal
3.04,2013-02-24 05:55:48,1,4.93,Semnopithecus entellus
14.88,2018-10-22 09:15:26,0,8.54,Bubalus arnee
11.16,2013-04-26 01:02:17,0,3.73,Antidorcas marsupialis
4.17,2004-09-04 07:04:46,1,4.61,Rangifer tarandus
19.14,2016-05-07 12:31:40,0,21.93,Sula dactylatra
14.84,1995-05-25 11:04:26,0,10.04,Acridotheres tristis
1.58,2005-11-14 09:03:24,0,19.27,Phascogale calura
20.52,2008-06-10 11:15:35,1,14.98,Cacatua tenuirostris
2.96,2002-07-21 04:47:48,0,12.59,Pseudalopex gymnocercus
12.82,2014-06-10 02:19:48,0,13.93,Papio cynocephalus
24.89,2003-06-25 10:48:31,0,7.01,Bucorvus leadbeateri
14.6,1992-12-22 06:58:15,0,18.3,Phalacrocorax niger
23.18,2022-10-09 01:32:43,0,5.97,Ciconia episcopus
6.11,1995-10-15 02:13:16,1,11.7,Bettongia penicillata
19.16,2002-02-14 03:19:55,1,3.95,Dasypus novemcinctus
11.43,1990-05-18 11:05:12,0,15.87,Vanellus sp.
17.69,2020-03-21 10:41:03,1,0.89,Coluber constrictor
13.92,2021-07-24 04:03:23,0,18,Crotalus triseriatus
7.84,2016-10-15 02:13:09,0,9.62,Chelodina longicollis
1.23,2021-03-13 04:57:06,1,15.21,Canis aureus
14.7,2013-11-05 10:17:21,0,17.38,Buteo jamaicensis
5.33,1999-04-01 06:29:01,1,18.36,Bettongia penicillata
17.89,2011-04-18 02:51:37,0,6.04,Dipodomys deserti
24.48,2002-11-20 01:51:21,0,18.25,Pterocles gutturalis
4.28,2021-05-10 06:30:19,1,24.12,Eurocephalus anguitimens
17.03,1994-06-03 04:07:55,1,18.75,Drymarchon corias couperi
1.18,2012-09-06 01:11:37,1,13.31,Pseudalopex gymnocercus
1.18,1990-12-20 08:51:06,0,16.22,Oxybelis sp.
7.93,2005-08-21 07:26:15,1,19.13,Dendrohyrax brucel
5.95,2003-08-27 12:22:42,1,6.02,Alligator mississippiensis
8.81,2010-02-19 03:55:0,0,15.77,Chionis alba
11.76,1991-09-04 10:30:33,1,20.65,Chlamydosaurus kingii
24.59,2023-06-01 02:22:34,1,16.21,Bradypus tridactylus
23.04,1992-10-08 09:09:03,1,22.46,Naja nivea
14.54,2009-11-20 01:45:31,1,3.28,Cercatetus concinnus
13.09,2004-03-15 05:28:17,0,19.27,Coluber constrictor
18.14,2002-03-15 01:55:09,0,11.17,Corvus albicollis
0.56,2017-04-14 10:46:01,0,3.41,Falco mexicanus
11.6,2000-02-25 11:32:12,1,11.1,Gymnorhina tibicen
15.15,2001-05-25 08:04:0,1,11.33,Cyrtodactylus louisiadensis
8.96,2019-09-19 01:17:11,1,1.32,Cynictis penicillata
14.11,1996-12-06 07:48:24,0,23.32,Acridotheres tristis
10.01,2012-10-21 01:11:15,0,15.38,Agama sp.
16.11,2014-07-01 07:02:03,1,21.95,Gymnorhina tibicen
0.95,1995-07-13 03:33:50,1,11,Drymarchon corias couperi
12.09,2012-10-03 03:54:40,0,18.49,Chauna torquata
18.3,2009-03-13 11:59:48,0,24.98,Larus dominicanus
11.31,2005-01-18 07:28:35,1,21.4,Rangifer tarandus
8.58,2013-06-24 06:36:38,1,21.47,Gopherus agassizii
12.43,2005-02-26 10:04:0,1,2.29,Cynictis penicillata
20.85,2001-08-17 12:24:33,1,0.7,Corvus albicollis
2.35,2001-08-09 10:57:36,1,8.39,Lama glama
11.16,1999-04-23 03:12:09,1,9.04,Fregata magnificans
7.9,2013-06-16 12:05:15,1,8.47,Alligator mississippiensis
7.11,2020-08-19 06:21:22,0,9.03,Chloephaga melanoptera
13.48,2005-03-09 01:29:34,1,13.1,Dasypus novemcinctus
12.39,2005-06-14 11:43:49,1,15.65,Gymnorhina tibicen
12.28,2018-08-26 10:25:35,1,7.44,Ephippiorhynchus mycteria
19.89,1991-06-22 12:22:25,0,14.73,Eurocephalus anguitimens
6.53,1994-03-17 09:28:15,1,11.6,Phalacrocorax carbo
3.21,2002-11-02 09:08:16,0,6.84,Dendrohyrax brucel
4.56,2004-03-20 11:41:28,1,16.17,Oxybelis sp.
11.4,1999-04-04 03:46:26,0,13.08,Pterocles gutturalis
17.92,2005-02-03 04:29:37,0,3.59,Connochaetus taurinus
6.6,2008-09-06 03:35:19,1,4.48,Gymnorhina tibicen
16.29,2019-08-25 03:05:20,0,9.78,Notechis semmiannulatus
6.56,2005-05-03 04:58:27,0,2.67,Phascogale calura
22.67,1994-05-09 12:24:36,1,11.8,Gymnorhina tibicen
15.21,1995-10-26 08:45:48,0,9.71,Tiliqua scincoides
17.1,1991-05-01 05:12:45,1,20.19,Tiliqua scincoides
20.46,2022-01-22 02:52:17,1,2.35,Pseudalopex gymnocercus
10.21,2021-08-09 12:34:14,1,3.09,Gymnorhina tibicen
14.53,2006-11-20 03:55:25,0,22.8,Alligator mississippiensis
11.3,1999-09-10 12:47:16,1,19.41,Corvus albicollis
22.19,2014-07-13 05:18:37,1,16.53,Erethizon dorsatum
6.94,2003-12-19 01:16:23,1,7.62,Paradoxurus hermaphroditus
13.71,1990-02-15 03:33:14,0,8.48,Phalacrocorax carbo
23.72,2011-10-20 12:59:42,0,22.57,Cynomys ludovicianus
3.14,2020-10-14 12:54:03,0,18.72,Papio cynocephalus
22.93,1998-02-18 11:23:01,1,22.96,Dipodomys deserti
7.5,2001-06-27 03:54:12,0,7.39,Fregata magnificans
10.92,2017-01-11 04:38:08,1,10.56,Erethizon dorsatum
23.03,2000-12-02 09:44:51,0,16.06,Melanerpes erythrocephalus
15.17,2002-07-12 11:47:53,0,23.69,Myiarchus tuberculifer
19.95,2014-03-07 11:05:29,1,11.61,Colobus guerza
4.01,2012-09-09 08:24:51,0,11.58,Dipodomys deserti
